Mujer,Otro,0.351696531,0.055211502,0.808328011,0.961953381,Audifonos,Television,Camara,Videocamara
Mujer,Decision,0.877977352,0.987420563,0.912888083,0.49946404,Juguetes,Audifonos,Coleccionables,Ropa
Hombre,Decision,0.843052136,0.626304206,0.829024918,0.328060213,Ropa,Renta,Casa,Bocina Inteligente
Mujer,Decision,0.105510431,0.741054947,0.537980757,0.704550117,GPS,Celular,Renta,Estereo
Mujer,Decision,0.887089281,0.206465533,0.438951741,0.81794232,Monitor,PC,Compra de Maquinaria,Celular
Mujer,Decision,0.974562699,0.869183454,0.850498847,0.124493547,Renta,Celular,Automovil,Microfono
Hombre,Compra,0.232833061,0.990186038,0.121653878,0.660000392,Microfono,Casa,Coleccionables,Casa
Hombre,Decision,0.633975688,0.84825569,0.106112943,0.490763306,Tenis,Robot,Tenis,Educacion
Mujer,Compra,0.373054457,0.254196571,0.566409354,0.342048953,GPS,PC,Consola,Laptop
Hombre,Compra,0.290124419,0.952134402,0.65105578,0.439514654,Juguetes,Monitor,Juguetes,PC
Hombre,Otro,0.540890155,0.551050549,0.673431074,0.227678671,Celular,Casa,Microfono,Laptop
Mujer,Compra,0.253904998,0.818383058,0.655067844,0.761275736,Tenis,Automovil,Bocina Inteligente,Casa
Hombre,Decision,0.269193756,0.504738037,0.310626024,0.407031195,Monitor,Bocina Inteligente,Celular,Monitor
Mujer,Compra,0.112089178,0.319319325,0.895808966,0.644656921,Tenis,Educacion,Bocina,Laptop
Hombre,Compra,0.874784538,0.384741975,0.678838348,0.421516879,Audifonos,Television,Ropa,Audifonos
Mujer,Compra,0.150626041,0.061246577,0.219572546,0.759433868,Inversion,PC,Tarjeta Grafica,Videocamara
Hombre,Decision,0.661726776,0.269638161,0.138497636,0.655845298,Videocamara,Microfono,PC,Compra de Maquinaria
Mujer,Otro,0.135326911,0.883015057,0.80430273,0.613363802,Coleccionables,Estereo,Celular,Casa
Hombre,Decision,0.654181643,0.764002987,0.93040369,0.932357648,GPS,Estereo,GPS,Estereo
Hombre,Otro,0.538703151,0.943163445,0.011527728,0.587390669,Coleccionables,Casa,Microfono,Monitor
Mujer,Decision,0.419104823,0.456444923,0.098443542,0.984268475,Bocina,Inversion,Robot,Robot
Mujer,Otro,0.101224065,0.647698315,0.934525267,0.480903659,Memoria SSD,Casa,Automovil,PC
Hombre,Decision,0.315910775,0.76287045,0.284806613,0.129812933,Renta,GPS,Bocina Inteligente,Memoria Ram
Mujer,Decision,0.72822978,0.912067884,0.527390954,0.59125486,Educacion,Casa,Estereo,Coleccionables
Mujer,Otro,0.457617664,0.021460813,0.770458532,0.749009729,Camara,Television,Automovil,Tenis
Hombre,Compra,0.862482557,0.592561988,0.364115592,0.018571029,Camara,Memoria Ram,GPS,Microfono
Mujer,Otro,0.915925155,0.998946505,0.129114394,0.931216803,Memoria Ram,Television,GPS,Camara
Hombre,Otro,0.408709303,0.958918642,0.679952774,0.904713077,Tarjeta Grafica,Juguetes,Bocina,Tenis
Mujer,Decision,0.838695899,0.157702697,0.561670162,0.17394836,Educacion,Monitor,Educacion,Juguetes
Hombre,Decision,0.737700667,0.446726393,0.286939744,0.701128799,Robot,Tarjeta Grafica,Memoria HDD,Microfono
Mujer,Decision,0.788382078,0.200534878,0.667870956,0.942440153,Robot,Television,Television,Tarjeta Grafica
Hombre,Decision,0.600820517,0.756656285,0.997307582,0.806603117,Monitor,Educacion,Tarjeta Grafica,Microfono
Hombre,Compra,0.448436014,0.717471458,0.502581512,0.869753674,Videocamara,Bocina Inteligente,Consola,Robot
Hombre,Compra,0.936536694,0.198701414,0.987541786,0.810067202,Robot,Coleccionables,Inversion,Estereo
Hombre,Compra,0.689358723,0.206783474,0.07804437,0.045373057,Memoria SSD,Celular,Bocina,Tarjeta Grafica
Mujer,Otro,0.521498175,0.348362008,0.942957647,0.12720786,Casa,Camara,Ropa,Memoria SSD
Mujer,Otro,0.720908578,0.9458415,0.476739004,0.2086522,Memoria SSD,Consola,Coleccionables,Videocamara
Mujer,Compra,0.970221541,0.967599534,0.076115707,0.878203453,Celular,Consola,Videocamara,Monitor
Hombre,Compra,0.725756709,0.747382427,0.267283189,0.750888944,Camara,Casa,Memoria SSD,Memoria HDD
Hombre,Decision,0.539842321,0.207533365,0.023954592,0.84961992,Inversion,Bocina Inteligente,Tenis,PC
Mujer,Compra,0.329157745,0.025741674,0.528415723,0.378966378,Celular,Celular,Juguetes,Laptop
Hombre,Compra,0.544947839,0.378960885,0.456039549,0.850426172,Casa,Educacion,Compra de Maquinaria,Videocamara
Hombre,Compra,0.732893907,0.743166472,0.520832941,0.399381521,Memoria HDD,Educacion,GPS,Compra de Maquinaria
Mujer,Otro,0.482031865,0.990063201,0.0868044,0.581221034,Memoria SSD,Microfono,Celular,Educacion
Hombre,Otro,0.607805178,0.499963779,0.643555362,0.14034059,Celular,Inversion,Automovil,Educacion
Mujer,Compra,0.881502894,0.053562582,0.105241708,0.47142032,Robot,Estereo,Consola,Monitor
Hombre,Decision,0.730917912,0.676003102,0.509432017,0.493936228,Memoria HDD,Compra de Maquinaria,Educacion,Ropa
Mujer,Compra,0.849748187,0.164474574,0.935431998,0.028057659,GPS,Laptop,GPS,Renta
Hombre,Compra,0.29793904,0.766359132,0.375706668,0.613231211,Memoria Ram,Compra de Maquinaria,Casa,Casa
